smoke,flame,gas,label
221,945,397,1
215,944,394,1
200,943,389,1
184,943,388,1
172,943,387,1
167,943,383,1
157,943,386,1
147,943,389,1
138,943,386,1
272,943,399,1
256,943,398,1
263,943,399,1
233,943,394,1
213,945,389,1
199,946,387,1
186,943,387,1
175,943,385,1
167,945,384,1
156,949,388,1
149,951,388,1
144,951,383,1
138,950,382,1
133,950,380,1
128,950,382,1
127,951,381,1
124,951,386,1
121,949,390,1
118,948,393,1
115,944,388,1
111,946,381,1
106,948,369,1
105,946,370,1
101,946,361,1
100,946,355,1
96,945,349,1
95,947,344,1
94,949,344,1
93,950,344,1
91,949,345,1
89,949,343,1
89,946,340,1
86,947,334,1
84,947,328,1
83,947,323,1
82,950,316,1
82,950,314,1
81,950,313,1
81,949,315,1
81,949,319,1
80,949,317,1
82,950,315,1
80,949,316,1
79,948,314,1
79,943,307,1
79,941,310,1
77,940,306,1
75,940,301,1
73,940,293,1
71,940,288,1
71,941,285,1
69,941,287,1
70,940,289,1
68,941,292,1
67,941,294,1
67,941,292,1
68,941,293,1
67,943,292,1
67,943,284,1
66,944,285,1
67,948,288,1
65,947,284,1
65,945,278,1
64,947,271,1
65,948,269,1
66,950,275,1
66,950,278,1
67,949,281,1
66,949,281,1
66,946,276,1
66,943,274,1
66,944,275,1
66,945,277,1
66,945,277,1
66,942,272,1
64,942,267,1
62,941,259,1
61,941,252,1
62,941,249,1
61,941,250,1
63,941,253,1
61,941,253,1
60,940,244,1
60,941,243,1
59,944,243,1
59,945,241,1
59,945,240,1
58,941,242,1
59,941,241,1
58,942,242,1
58,942,245,1
58,943,245,1
59,944,243,1
61,947,246,1
64,949,252,1
64,950,259,1
65,950,266,1
64,949,268,1
63,950,266,1
62,949,266,1
61,950,262,1
63,949,267,1
60,946,274,1
61,946,277,1
69,945,299,1
93,944,363,1
113,943,414,1
114,943,414,1
108,939,384,1
104,938,352,1
102,938,333,1
98,939,338,1
94,938,328,1
90,938,307,1
87,938,290,1
88,938,284,1
85,937,284,1
85,937,288,1
82,937,283,1
80,937,272,1
87,938,276,1
90,937,278,1
96,936,289,1
102,936,336,1
108,937,327,1
102,937,310,1
97,936,294,1
92,936,277,1
90,938,273,1
88,937,271,1
87,936,273,1
83,936,265,1
80,936,259,1
78,936,257,1
75,936,250,1
75,936,249,1
73,936,247,1
72,936,245,1
71,936,244,1
70,936,238,1
71,936,239,1
70,936,237,1
68,935,237,1
69,937,235,1
67,937,237,1
65,937,229,1
64,937,225,1
64,937,226,1
63,935,226,1
63,936,225,1
62,937,226,1
62,936,223,1
62,936,227,1
60,936,223,1
60,937,219,1
59,937,218,1
59,937,217,1
59,937,215,1
57,937,211,1
58,937,210,1
58,937,209,1
58,937,212,1
57,937,211,1
56,936,211,1
56,937,207,1
55,937,204,1
54,937,203,1
55,940,204,1
55,946,206,1
54,945,203,1
54,941,203,1
54,937,203,1
55,937,202,1
54,937,203,1
54,938,204,1
53,939,204,1
54,939,203,1
54,939,203,1
54,940,204,1
54,938,207,1
54,937,207,1
54,936,209,1
59,936,213,1
64,937,217,1
97,937,218,1
125,937,227,1
132,939,231,1
142,944,232,1
170,947,241,1
185,945,250,1
174,942,246,1
171,939,256,1
182,938,281,1
165,938,262,1
151,938,248,1
141,936,234,1
138,936,232,1
132,936,229,1
127,936,226,1
124,935,225,1
116,936,223,1
112,936,219,1
137,935,226,1
140,935,224,1
127,935,219,1
116,935,213,1
111,934,214,1
125,934,217,1
172,934,223,1
155,935,216,1
142,935,211,1
135,934,210,1
194,934,228,1
291,934,263,1
317,933,291,1
312,934,295,1
300,934,296,1
276,939,283,1
279,940,277,1
276,941,274,1
246,941,262,1
223,940,250,1
218,942,250,1
227,940,251,1
212,939,240,1
272,938,265,1
310,936,285,1
293,935,277,1
263,936,262,1
299,936,281,1
335,935,312,1
353,934,330,1
324,935,309,1
292,938,285,1
285,938,280,1
259,936,263,1
250,935,255,1
247,936,252,1
229,934,245,1
214,934,237,1
202,934,229,1
192,934,223,1
193,934,221,1
246,934,235,1
232,934,234,1
211,934,230,1
195,933,222,1
186,934,216,1
176,933,214,1
170,932,213,1
161,917,215,0
