smoke,flame,gas,label
125,7,297,0
124,7,296,0
122,6,297,0
120,6,296,0
119,6,297,0
118,6,297,0
117,6,297,0
115,6,299,0
115,6,300,0
113,6,301,0
112,6,303,0
111,6,302,0
110,6,305,0
109,6,305,0
109,7,310,0
108,6,318,0
107,6,323,0
106,6,329,0
105,6,334,0
104,5,338,0
103,5,341,0
102,5,342,0
102,5,345,0
102,5,350,0
100,5,353,0
100,5,356,0
99,5,358,0
99,5,360,0
99,5,362,0
98,6,366,0
97,5,370,0
97,5,374,0
97,6,377,0
96,5,378,0
96,5,378,0
95,5,380,0
95,5,381,0
95,5,385,0
95,5,386,0
94,5,389,0
93,4,392,0
93,4,394,0
93,5,398,0
92,4,400,0
91,4,404,0
91,4,406,0
91,4,409,0
90,4,416,0
90,4,421,0
90,4,427,0
90,4,429,0
90,4,439,0
90,4,444,0
90,4,447,0
90,4,447,0
89,4,456,0
90,4,459,0
89,3,491,0
88,4,464,0
88,4,466,0
87,4,469,0
87,4,468,0
86,4,475,0
86,3,478,0
85,3,483,0
86,3,487,0
86,3,491,0
85,3,495,0
86,3,494,0
86,8,502,1
86,46,514,1
87,49,516,1
96,274,552,1
117,497,614,1
142,515,638,1
145,574,650,1
182,602,673,1
199,632,697,1
201,732,722,1
213,724,725,1
215,682,729,1
215,624,713,1
204,727,720,1
190,723,713,1
179,647,703,1
169,582,684,1
162,581,684,1
156,573,682,1
151,538,671,1
147,548,673,1
144,610,686,1
141,528,664,1
140,487,652,1
138,430,640,1
137,518,660,1
137,458,642,1
136,451,636,1
136,383,614,1
136,369,631,1
136,353,623,1
134,333,619,1
134,311,612,1
133,324,606,1
133,311,597,1
133,295,582,1
132,307,576,1
131,310,567,1
129,311,550,1
127,304,540,1
125,298,534,1
123,274,521,1
122,296,516,1
121,289,509,1
121,304,509,1
119,309,507,1
118,312,504,1
117,320,501,1
116,305,494,1
115,300,487,1
115,282,480,1
113,288,475,1
113,280,472,1
111,285,470,1
110,280,461,1
109,265,451,1
110,275,448,1
110,277,445,1
108,284,451,1
109,300,447,1
109,308,453,1
110,307,446,1
129,293,434,1
190,284,434,1
218,285,434,1
195,276,426,1
178,280,421,1
171,272,416,1
164,280,414,1
155,299,414,1
148,288,408,1
143,296,407,1
144,334,413,1
141,305,404,1
138,300,399,1
140,296,396,1
164,298,397,1
196,280,390,1
195,272,384,1
203,269,382,1
210,286,383,1
268,281,383,1
307,271,384,1
318,271,385,1
317,296,388,1
339,290,385,1
330,285,385,1
298,295,380,1
287,286,376,1
267,277,379,1
258,288,376,1
250,269,369,1
241,270,369,1
226,268,364,1
218,256,357,1
217,255,355,1
207,281,356,1
197,272,352,1
189,275,355,1
182,254,350,1
176,261,349,1
174,264,349,1
174,270,349,1
169,255,345,1
163,286,347,1
159,288,343,1
155,261,338,1
153,285,338,1
150,274,335,1
149,292,340,1
148,260,332,1
147,255,332,1
147,288,336,1
147,304,340,1
147,258,331,1
146,287,338,1
146,299,340,1
147,311,343,1
147,277,334,1
148,304,338,1
149,304,336,1
149,303,332,1
149,355,343,1
149,49,298,1
148,0,297,0
150,0,296,0
153,0,298,0
